onset;trial_type;reaction;stim_file
0,014875200002279598;Fixation;None;None
5,4531348000018625;Stimuli;None;AF07NES.JPG
9,459839499999362;Fixation;None;None
14,578697700002522;Stimuli;None;AM20HAS.JPG
18,582599299996218;Fixation;None;None
23,15926860000036;Stimuli;None;AM25SUS.JPG
27,162763000000268;Fixation;None;None
