onset;Cond;stimulus;time_before_starting_to_answer;Image1;Image2
0,014773700000660028;Fixation;Cross;None;None;None
7,136343499994837;AudC;A;None;OFFParler;ONEcouter
15,687931499996921;Fixation;Cross;None;None;None
23,015622099999746;AudC;A;None;OFFParler;ONEcouter
31,56441139999515;Fixation;Cross;None;None;None
