onset;duration;trial_type;stim_file
0,002517999993870035;1,5025253999920096;Fixation;None
1,9434282000001986;2,006809400016209;Stimuli;body3.mp4
4,888142900017556;1,5031429000082426;Fixation;None
6,539292400004342;2,0007753999962006;Stimuli;body3_scr.mp4
9,417947600013576;1,5021647000103258;Fixation;None
11,048707700014347;2,0032581000123173;Stimuli;body7_scr.mp4
13,924799400003394;1,502141400007531;Fixation;None
15,548100400017574;2,0009332000045106;Stimuli;body8_scr.mp4
18,430185200006235;2,0000031999952625;Fixation;None
