onset;trial_type;key;reaction_time;stim_file
0,024872500005585607;Croix de Fixation;None;None;None
12,045887300002505;Beep;None;None;None
12,593740600001183;Blank;None;None;None
13,599389200004225;Stimulus;click;9,899999713525176e-05;6.mp3
14,916902900004061;Fin_stimulus;None;None;None
22,62312440000096;Croix de Fixation;None;None;None
